observation_id	original_f_id	root_id	relation	observation_severity	normalized_severity	workstream	category	owner	source_evidence	finding
F-1746#01	F-1746	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`src/modules/drivers/repositories/drivershift.repository.ts:8–13`	No bounded query, pagination or index contract is visible for operational shift searches and availability windows.
F-1758#01	F-1758	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`src/modules/drivers/repositories/order.repository.ts:8–13`	No bounded query, pagination or index contract is visible for patient history and operational order searches.
F-1759#01	F-1759	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`src/modules/drivers/repositories/order.repository.ts:8–13`	No inventory/catalog/product source-of-truth or availability reservation boundary is represented for order items.
F-1763#01	F-1763	RD-0001	blocked-by-decision	P0	P0	catalog/quote	catalog/provenance/publication	Admin	`scripts/seed-loyalty.ts:18–111`	Challenges and rewards are hardcoded catalog truth with no external approval/source/version/effective-date governance.
F-1787#01	F-1787	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`scripts/deploy.sh:12–36`	No resource cleanup/rollback exists for failed pulls, builds, partial starts or orphaned services.
F-1798#01	F-1798	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`scripts/seed-articles.ts:11–45,51–55`	Fixed starter catalog has no source, content version, effective date, expiry or retirement/410 lifecycle.
F-1799#01	F-1799	RD-0001	blocked-by-decision	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`scripts/seed-articles.ts:50–55`	Upsert by slug lacks visible unique-index verification, collision policy, version conflict or reconciliation of expected IDs/content.
F-1802#01	F-1802	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`scripts/seed-articles.ts:17,28,39`	No article-to-service/source-of-truth link guarantees CTA claims such as available home labs or consultations are actually live and serviceable.
F-1808#01	F-1808	RD-0001	derived-from	P0	P0	catalog/quote	catalog/provenance/publication	Backend	`scripts/seed-medicines.js:18–18,89–90`	The catalog is explicitly named `mockMedicines`, so mock data can be loaded into a production-adjacent medicine source.
F-1813#01	F-1813	RD-0001	blocked-by-decision	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`scripts/seed-medicines.js:18–87`	No stock, availability, pharmacy/seller, batch, lot, expiry, recall or reservation fields/source are represented.
F-1814#01	F-1814	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`scripts/seed-medicines.js:32,49,66,83`	Hardcoded `usage_count` values are presented without event provenance or aggregation integrity.
F-1822#01	F-1822	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Operations	`scripts/publish-insurance-logo-assets.ts:18–22,32–35`	Manifest companies are typed `any` and no manifest signature/version, company uniqueness or complete expected-catalog reconciliation is validated.
F-1832#01	F-1832	RD-0001	blocked-by-decision	P1	P0	catalog/quote	catalog/provenance/publication	Operations	`scripts/publish-insurance-logo-assets.ts:43–46`	Asset source URLs are copied from the manifest without revalidation or legal/licensing evidence at publication time.
F-1834#01	F-1834	RD-0001	derived-from	P2	P0	catalog/quote	catalog/provenance/publication	QA	`scripts/publish-insurance-logo-assets.ts:21,33,35,39–40,51`	Type assertions and inline `require`/`any` reduce compile-time assurance for a public asset publication path.
F-1839#01	F-1839	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Operations	`scripts/reconcile-insurance-catalog.ts:56–75`	Existing records are not checked for source/provenance/version/status conflicts; `$setOnInsert` silently treats stale or conflicting records as valid existing data.
F-1841#01	F-1841	RD-0001	blocked-by-decision	P1	P0	catalog/quote	catalog/provenance/publication	Operations	`scripts/reconcile-insurance-catalog.ts:67–70`	Inserted records are marked pending/inactive, but no subsequent review/approval/readiness workflow is coupled to this script.
F-1842#01	F-1842	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Operations	`scripts/reconcile-insurance-catalog.ts:18–25,60–66`	Regulatory source URLs are copied without URL/HTTPS/domain/source-date or verification evidence validation.
F-1846#01	F-1846	RD-0001	blocked-by-decision	P1	P0	catalog/quote	catalog/provenance/publication	Operations	`scripts/reconcile-insurance-catalog.ts:18–25,39–46`	No source/asset approval, logo status/hash/URL reconciliation is performed despite the manifest containing logo fields.
F-1848#01	F-1848	RD-0001	derived-from	P2	P0	catalog/quote	catalog/provenance/publication	Operations	`scripts/reconcile-insurance-catalog.ts:30,65–67`	Catalog reconciliation depends on a basename-only provenance label and local file path rather than a durable content-addressed source record.
F-1851#01	F-1851	RD-0001	blocked-by-decision	P0	P0	catalog/quote	catalog/provenance/publication	Provider	`scripts/backfill-catalog-governance.ts:24–38,76–85`	Medicine/provider records can inherit public eligibility from legacy flags without proving current regulatory/license validity, review date or revocation status.
F-1859#01	F-1859	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Admin	`scripts/backfill-catalog-governance.ts:104–115`	Rollback matches fixed provenance/timestamp values rather than a unique migration ID and prior-value snapshot; copied/retained values can make unrelated records eligible for rollback.
F-1860#01	F-1860	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Admin	`scripts/backfill-catalog-governance.ts:107–115`	Rollback unsets governance fields and can erase meaningful pre-existing values if provenance/timestamp fields were later reused or copied.
F-1861#01	F-1861	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Admin	`scripts/backfill-catalog-governance.ts:24–46,127–140`	No uniqueness/index, orphan, completeness or collection-name existence checks are performed before or after the six-collection migration.
F-1864#01	F-1864	RD-0001	blocked-by-decision	P2	P0	catalog/quote	catalog/provenance/publication	Admin	`scripts/backfill-catalog-governance.ts:24–46,83–95,107–114`	Script uses fixed string provenance literals and a generic policy abstraction that can drift from collection-specific governance semantics.
F-1925#01	F-1925	RD-0001	derived-from	P0	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/server.py:468–501,522–535`	Product search uses raw user regex and has no regex/length/resource guard; product IDs are inconsistently string/numeric and fall back to another collection.
F-1957#01	F-1957	RD-0001	blocked-by-decision	P0	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/seed_dev.py:247–385`	Hardcoded doctor credentials, license verification, active status, ratings, review counts, availability, next slots and wait times can be presented as live facts.
F-1958#01	F-1958	RD-0001	blocked-by-decision	P0	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/seed_dev.py:387–429`	Hardcoded pharmacy coordinates, addresses, phones, license verification, active/open status and delivery fees lack verified facility source and lifecycle.
F-1971#01	F-1971	RD-0001	derived-from	P2	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/seed_dev.py:8–509`	Large inline fixture arrays create stale-data and contract-drift risk against the NestJS catalog/reference surfaces.
F-1986#01	F-1986	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/ai_service.py:193–226,269–299`	No independent catalog reconciliation prevents hallucinated names, ingredients, manufacturer, dose, form or category from reaching downstream flows.
F-2006#01	F-2006	RD-0001	unverified-runtime	P0	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/ai_routes.py:91–115`	Medicine image matching is best-effort against a fixed localhost autocomplete service, silently swallowing upstream errors and accepting unverified model fields.
F-2048#01	F-2048	RD-0001	derived-from	P0	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/import_etl_products.py:124–165`	Multilingual records are merged by array index rather than productId/barcode/locale key, allowing translations to attach to the wrong product.
F-2054#01	F-2054	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/import_etl_products.py:81–105,118–186`	Import is not idempotent or versioned; reruns replace the collection and generate no source/target catalog version or release record.
F-2060#01	F-2060	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`infra/fastapi/import_etl_products.py:1–202`	ETL represents a second pharmacy catalog ingestion path that can drift from the canonical NestJS catalog/reconciliation workflow.
F-2216#01	F-2216	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Patient Web	`todo.md:109–120,130–135,1057–1059`	SEO/structured-data/indexing work remains open and cannot be closed from catalog publication source changes alone.
F-2218#01	F-2218	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Patient Web	`todo.md:1057–1058,1072,1087–1104`	Catalog publication/backfill is source-tested but external worker, CDN, migration and live sitemap/feed operations remain unperformed.
F-2283#01	F-2283	RD-0001	blocked-by-decision	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`src/modules/hospital/schemas/hospital-branch.schema.ts:29–30`	No public eligibility/publication status or projection is encoded, so active does not mean approved for discovery/maps.
F-2290#01	F-2290	RD-0001	blocked-by-decision	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`src/modules/hospital/schemas/hospital-department.schema.ts:26–27`	`is_active` defaults true without approval, operational readiness, publication or deactivation metadata.
F-2453#01	F-2453	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`src/modules/medicines/medicines.public-catalog.contract.spec.ts:4–12,14–30`	Public catalog spec is mock-only and cannot prove live route, serialization, cache or deployed catalog parity.
F-2459#01	F-2459	RD-0001	derived-from	P1	P0	catalog/quote	catalog/provenance/publication	Backend	`src/modules/medicines/medicines.public-catalog.contract.spec.ts:33–38`	Unsafe category rejection covers one path traversal string only and does not cover encoded traversal, Unicode confusables, injection or oversized inputs.
