planning_id	evidence_class	allowed_for_build	workstream	severity	owner	status	source	summary	required_gate
0D-PATIENT-WEB-00271	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P1	patient-web	UNIQUE_DEFECT	scripts/verify-truthful-runtime.mjs:19	"mock/dummy/placeholder/fallback data is present in a product-facing path. Static signal: { name: ""domain fake data marker"", pattern: /(?:fake|dummy)\\s+(?:health|medical|patient|order|balance|appointment|report)/i },"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00292	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-web	UNIQUE_DEFECT	lib/api/orders.ts:29	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const rawTotal = totals?.total ?? record.total ?? record.total_price;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00321	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	chat/support	P0	patient-web	UNIQUE_DEFECT	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json:2493	"client computes or trusts payment/order totals without server-authoritative proof. Static signal: ""overview"": ""## Summary\n\n`node-tar` strips trailing `NUL` bytes from long-name (`L`) and long-linkpath (`K`) GNU extended headers but does **not** apply the same sanitization to equivalent fields delivered via PAX (`x`"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00324	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	chat/support	P0	patient-web	UNIQUE_DEFECT	audit-artifacts/full-audit-20260823/phase9-pnpm-audit-after-postcss.json:2412	"client computes or trusts payment/order totals without server-authoritative proof. Static signal: ""overview"": ""## Summary\n\n`node-tar` strips trailing `NUL` bytes from long-name (`L`) and long-linkpath (`K`) GNU extended headers but does **not** apply the same sanitization to equivalent fields delivered via PAX (`x`"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00326	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	diagnostics/homecare	P0	provider	UNIQUE_DEFECT	src/screens/lab/LabRegistration.tsx:121	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 7;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00328	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	diagnostics/homecare	P0	provider	UNIQUE_DEFECT	src/screens/lab/LabDashboard.tsx:1287	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const setTotalCopay = (val: string) => {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00330	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	catalog/discovery	P0	provider	UNIQUE_DEFECT	src/screens/facility/FacilityRegistration.tsx:82	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 8;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00331	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	catalog/discovery	P0	provider	UNIQUE_DEFECT	src/screens/facility/FacilityDashboard.tsx:447	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const total = ward.total_beds || 0;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00333	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	diagnostics/homecare	P0	provider	UNIQUE_DEFECT	src/screens/ambulance/AmbulanceRegistration.tsx:35	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 4;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00338	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	insurance/payment	P0	provider	UNIQUE_DEFECT	src/screens/shared/SharedScreens.tsx:2483	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const updateCopay = (id: string, val: string) => {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00341	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	diagnostics/homecare	P0	provider	UNIQUE_DEFECT	src/screens/nursing/NursingRegistration.tsx:98	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 8;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00344	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	consultation/booking	P0	provider	UNIQUE_DEFECT	src/screens/doctor/DoctorDashboard.tsx:3812	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const updateCopay = (id: string, val: string) => {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00345	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	consultation/booking	P0	provider	UNIQUE_DEFECT	src/screens/doctor/DoctorRegistration.tsx:106	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 7;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00346	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	diagnostics/homecare	P0	provider	UNIQUE_DEFECT	src/screens/radiology/RadiologyRegistration.tsx:121	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 7;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00351	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	provider	UNIQUE_DEFECT	src/screens/pharmacy/PharmacyDashboard.tsx:1216	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const realCopay = Number(res.data?.insurance_copay) || 0;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00352	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	provider	UNIQUE_DEFECT	src/screens/pharmacy/PharmacyRegistration.tsx:95	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 8;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-ADMIN-00359	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	identity/session	P0	admin	UNIQUE_DEFECT	src/pages/login.tsx:148	client-side token persistence or raw token propagation requires secure session boundary. Static signal: localStorage.setItem('admin_token', data?.token?.accessToken || data?.token || '');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-ADMIN-00377	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	admin	UNIQUE_DEFECT	src/pages/admin/pharmacy-procurement.tsx:54	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const total = totalOf(selected);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D1-0001	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/pharmacy/cart.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0002	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/pharmacy/checkout.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0003	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/pharmacy/broadcast-status.tsx:1	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0004	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/pharmacy/payment.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0005	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/pharmacy/order-confirm.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0006	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-web	RUNTIME_REQUIRED	app/[locale]/cart/page.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0007	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/cart/checkout/page.tsx:14	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0008	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/orders/[orderId]/page.tsx:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0009	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/orders/[orderId]/tracking/page.tsx:6	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0010	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	provider	INSUFFICIENT_EVIDENCE	src/screens/pharmacy/PharmacyDashboard.tsx:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0011	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Pharmacy	N/A	admin	INSUFFICIENT_EVIDENCE	src/pages/admin/pharmacy-procurement.tsx:6	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0012	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-mobile	RUNTIME_REQUIRED	app/consultations/doctor-search.tsx:11	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0013	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/consultations/book/[id].tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0014	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/consultations/booking-confirm.tsx:14	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0015	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-mobile	RUNTIME_REQUIRED	app/consultations/cancel-reschedule.tsx:13	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0016	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-mobile	RUNTIME_REQUIRED	app/consultations/video-call.tsx:17	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0017	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-web	RUNTIME_REQUIRED	app/[locale]/consultations/doctors/page.tsx:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0018	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/consultations/doctors/[doctorId]/page.tsx:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0019	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/api/appointments/book/route.ts:14	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0020	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-web	RUNTIME_REQUIRED	app/[locale]/appointments/[appointmentId]/page.tsx:10	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0021	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	patient-web	RUNTIME_REQUIRED	app/api/appointments/[appointmentId]/call-token/route.ts:7	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0022	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Consultation	N/A	admin	INSUFFICIENT_EVIDENCE	src/pages/admin/provider-audits.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0023	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Labs	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/reports/view-report.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0024	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Labs	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/diagnostics/labs/page.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0025	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Labs	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/diagnostics/[domain]/[bookingId]/page.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0026	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Labs	N/A	provider	INSUFFICIENT_EVIDENCE	src/screens/lab/LabDashboard.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0027	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Labs	N/A	provider	RUNTIME_REQUIRED	src/screens/lab/LabQcActions.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0028	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Radiology	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/reports/view-report.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0029	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Radiology	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/diagnostics/radiology/page.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0030	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Radiology	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/diagnostics/[domain]/[bookingId]/page.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0031	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Radiology	N/A	provider	INSUFFICIENT_EVIDENCE	src/screens/radiology/RadiologyDashboard.tsx:41	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0032	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Radiology	N/A	admin	INSUFFICIENT_EVIDENCE	src/pages/admin/catalog-manager.tsx:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0033	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Nursing/Home-care	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/nursing/service-details.tsx:19	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0034	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Nursing/Home-care	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/nursing/service-info.tsx:55	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0035	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Nursing/Home-care	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/nursing/live-tracking.tsx:72	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0036	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Nursing/Home-care	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/home-care/services/page.tsx:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0037	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Nursing/Home-care	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/home-care/services/[serviceId]/page.tsx:18	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0038	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Nursing/Home-care	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/home-care/page.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0039	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Nursing/Home-care	N/A	provider	INSUFFICIENT_EVIDENCE	src/screens/nursing/NursingFieldOps.tsx:18	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0040	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Nursing/Home-care	N/A	admin	INSUFFICIENT_EVIDENCE	src/pages/admin/nursing-portal.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0041	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/(auth)/login.tsx:29	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0042	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	src/navigation/guards/AuthGuard.tsx:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0043	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/settings/security.tsx:27	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0044	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/login/page.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0045	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/api/auth/otp/request/route.ts:7	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0046	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/api/auth/session/exchange/route.ts:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0047	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	provider	INSUFFICIENT_EVIDENCE	src/screens/auth/AuthScreens.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0048	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	provider	INSUFFICIENT_EVIDENCE	src/security/Security.ts:12	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0049	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	admin	INSUFFICIENT_EVIDENCE	src/pages/login.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0050	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Identity/OTP/Roles	N/A	admin	INSUFFICIENT_EVIDENCE	src/components/AdminGuard.tsx:6	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0051	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Family/Health	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/family/permissions.tsx:27	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0052	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Family/Health	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/family/member-health.tsx:27	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0053	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Family/Health	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/family/page.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0054	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Family/Health	N/A	patient-web	INSUFFICIENT_EVIDENCE	lib/api/family-server.ts:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0055	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Family/Health	N/A	provider	INSUFFICIENT_EVIDENCE	src/screens/shared/RealScreens.tsx:1	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0056	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Prescription/Chat/Support	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/consultations/prescription-from-doctor.tsx:25	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0057	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Prescription/Chat/Support	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/support/chat.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0058	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Prescription/Chat/Support	N/A	patient-mobile	RUNTIME_REQUIRED	app/support/ticket.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0059	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Prescription/Chat/Support	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/prescriptions/page.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0060	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Prescription/Chat/Support	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/chat/[threadId]/page.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0061	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Prescription/Chat/Support	N/A	patient-web	INSUFFICIENT_EVIDENCE	lib/api/chat.ts:6	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0062	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Prescription/Chat/Support	N/A	provider	INSUFFICIENT_EVIDENCE	src/screens/facility/FacilityInternalChatScreen.tsx:9	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0063	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Prescription/Chat/Support	N/A	admin	RUNTIME_REQUIRED	src/pages/admin/support-tickets.tsx:7	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0064	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Wallet/Insurance/Payment	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/wallet/cards.tsx:20	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0065	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Wallet/Insurance/Payment	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	src/features/consultation/InsuranceCopayScreen.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
