confirmed_root_label	raw_ids	final_root_id	exact_evidence	cause_statement	business_rule	owner	derived_ids	disposition	reviewer_note
CONFIRMED_ROOT_AVAILABILITY_ORDERING_DEFECT_TIMELINE_PER_KIND_RAW_LIMIT_FANOUT_UNBOUNDED_REMINDER_EXPANSION_FINAL_SLICE	F-244	R-21C	src/modules/timeline/timeline.service.ts:105–121,321–366	Patient timeline fans out unbounded per-kind raw reads/reminders, defaults unknown domain status to active and merges independent models without snapshot/materialized-event provenance.	Timeline is a minimum purpose-scoped read model with bounded canonical query/order/cursor, explicit unknown/unavailable status, and a versioned snapshot/materialized-event contract with source/freshness/partial evidence; it never becomes domain truth.	Operational Read Models + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; booking/finance/clinical source aggregates remain authoritative and no timeline or patient data was accessed.
CONFIRMED_ROOT_AVAILABILITY_PRIVACY_DEFECT_B2B_UNBOUNDED_GLOBAL_LIST_NO_PROJECTION_FILTER_PAGINATION_DEGRADED_CONTRACT	F-408	R-21K	src/modules/admin-governance/b2b.controller.ts:15–22	B2B request list/decision can bypass role/organization/request scope, versioned current-state CAS/idempotency/maker-checker/audit, bounded/redacted note/document projections and canonical organization quote/price/currency authority.	B2B requests are organization-scoped and role/purpose-authorized; approve/reject uses current-state CAS/idempotency, maker-checker and immutable actor/reason audit; notes/documents are bounded/redacted/retained by policy, lists are paginated/minimum/degraded-aware, and commercial status derives from canonical quote/price/currency authority.	B2B/Commercial Operations + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; no B2B request, commercial record, note, API or runtime operation was accessed.
CONFIRMED_ROOT_BACKUP_CRYPTOGRAPHIC_PROVENANCE_RETENTION_DEFECT	F-1875	R-15D	scripts/db-backup-restore.sh:21–34	Backup/restore tooling lacks target safety, protected content-addressed retention/provenance, restore authorization/archive compatibility, verification/recovery and access audit lifecycle.	Backups are encrypted protected artifacts with provenance/retention and access audit; restore is separately authorized, target-bound, compatibility/integrity-verified, rehearsed in isolation and produces recovery evidence.	SRE + Data Protection	F-1876,F-1877,F-1881,F-1883,F-1884,F-1885,F-1887	FINAL_MAPPED	Manual mapping; no backup, restore or destructive operation was performed.
CONFIRMED_ROOT_BACKUP_PII_ACCESS_AUDIT_LIFECYCLE_DEFECT	F-1882	R-15D	scripts/db-backup-restore.sh:1–60	Backup/restore tooling lacks target safety, protected content-addressed retention/provenance, restore authorization/archive compatibility, verification/recovery and access audit lifecycle.	Backups are encrypted protected artifacts with provenance/retention and access audit; restore is separately authorized, target-bound, compatibility/integrity-verified, rehearsed in isolation and produces recovery evidence.	SRE + Data Protection	F-1876,F-1877,F-1881,F-1883,F-1884,F-1885,F-1887	FINAL_MAPPED	Manual mapping; no backup, restore or destructive operation was performed.
CONFIRMED_ROOT_BACKUP_PII_ARTIFACT_PROTECTION_DEFECT	F-1874	R-15D	scripts/db-backup-restore.sh:6,21–27	Backup/restore tooling lacks target safety, protected content-addressed retention/provenance, restore authorization/archive compatibility, verification/recovery and access audit lifecycle.	Backups are encrypted protected artifacts with provenance/retention and access audit; restore is separately authorized, target-bound, compatibility/integrity-verified, rehearsed in isolation and produces recovery evidence.	SRE + Data Protection	F-1876,F-1877,F-1881,F-1883,F-1884,F-1885,F-1887	FINAL_MAPPED	Manual mapping; no backup, restore or destructive operation was performed.
CONFIRMED_ROOT_BACKUP_TARGET_SAFETY_DEFECT	F-1873	R-15D	scripts/db-backup-restore.sh:4–6	Backup/restore tooling lacks target safety, protected content-addressed retention/provenance, restore authorization/archive compatibility, verification/recovery and access audit lifecycle.	Backups are encrypted protected artifacts with provenance/retention and access audit; restore is separately authorized, target-bound, compatibility/integrity-verified, rehearsed in isolation and produces recovery evidence.	SRE + Data Protection	F-1876,F-1877,F-1881,F-1883,F-1884,F-1885,F-1887	FINAL_MAPPED	Manual mapping; no backup, restore or destructive operation was performed.
CONFIRMED_ROOT_BAN_LIFECYCLE_IDENTITY_DEFECT_UNBAN_VALUE_ONLY_UPDATE_MANY_CROSSTYPE_ISOLATION_ABSENT	F-287	R-21G	src/modules/bans/bans.controller.ts:25–28	Unban route identifies a ban only by value and service update can cross types/match multiple records, without typed subject identity, versioned lifecycle or reconciliation evidence.	Privileged enforcement uses a typed canonical subject identity including ban type/value, versioned idempotent transition, scoped expiry/revocation and immutable actor/reason audit with durable event/session-revocation reconciliation. Admin enforcement views are role/purpose-scoped minimum redacted projections with bounded cursor/retention; raw identifiers and reasons are never an unbounded default list.	Security Enforcement + Admin Governance + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. Existing canonical ban/approval/suspension lifecycle mapping remains unchanged. No ban, identifier, admin list, session revocation or runtime operation was accessed.
CONFIRMED_ROOT_BUILD_ALIAS_PARITY_DEFECT_TYPESCRIPT_ALIAS_NO_RUNTIME_COMPILED_OUTPUT_CONTRACT	F-2131	R-15B	tsconfig.json:22–24	TypeScript source aliases are declared without a demonstrated compiled-runtime/Jest resolution contract; the resulting build, test and production image can resolve source paths differently from emitted output.	Release build/test/provenance must use one pinned toolchain and explicit source-to-emitted path resolution contract. CI must compile/package and exercise both alias and non-alias imports from the production artifact; compilation declaration alone does not prove runtime parity.	SRE/Build Platform + Backend	F-2170,F-2192	FINAL_MAPPED	Manual mapping from frozen baseline build/release files. F-2170/F-2192 are the directly evidenced alias duplicate graph for F-2131; no matching derived Docker label was found after targeted search. No build, test, image, deployment, registry or runtime service was executed.
CONFIRMED_ROOT_BUSINESS_CAPABILITY_GAP_CART_CARD_INSURANCE_PRESCRIPTION	F-782	R-06C1	src/modules/cart/cart.module.ts:167–174,195–202	Pharmacy cart lacks explicit capability gates for payment/insurance/prescription paths, prescription/manual medicine review gate and safe minimum cart metadata projection.	Pharmacy cart requests are non-authoritative intents; checkout is permitted only after explicit service/payment/insurance/prescription/manual-review eligibility, authoritative pharmacy offer/price/stock confirmation and minimum redacted metadata projection.	Pharmacy Cart/Offer/Order Saga + Clinical/Insurance Dependencies	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; payment/insurance truth remains R-05A/R-04 and no cart, order, prescription, payment or runtime service was accessed.
CONFIRMED_ROOT_BUSINESS_CAPABILITY_GAP_UNIFIED_CONSULTATION_CARD_INSURANCE	F-341	R-04A	src/modules/unified-bookings/unified-bookings.module.ts:182–205	Unified consultation card/checkout contract has no typed insurance request, provider/insurance decision, co-pay payment and post-payment confirmation capability.	Insurance request/decision/co-pay state is versioned and server-authoritative: for consultation, lab, radiology and home-care the patient selects provider/slot, submits insurance without initial payment, provider records full/partial/reject decision, patient pays only confirmed co-pay, then booking confirms; rejection permits governed cash retry or cancellation.	Insurance + Booking + Provider Operations	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. Existing reschedule, nursing broadcast and timeline mappings remain unchanged. No booking, order, cart, payment, insurer, provider or runtime operation was accessed.
CONFIRMED_ROOT_BUSINESS_CONTRACT_DEFECT_BOOKING_STATUS_FINANCIAL_TRUTH	F-758	R-05A1	src/modules/booking-flow/booking-flow.module.ts:154–169	Booking status presents financial truth outside canonical payment/ledger authority.	Booking status derives financial outcome only from canonical PSP-verified payment and ledger state with explicit pending/failed/settled semantics.	Payments + Booking Lifecycle	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to payment authority root.
CONFIRMED_ROOT_BUSINESS_CONTRACT_DEFECT_COVERAGE_UNVERIFIED_MATCHING	F-2901	R-04A1	src/modules/insurance/insurance.module.ts:155–210	Insurance policy, coverage verification and provider decision evidence have incompatible/non-persisted shapes or trust client/flag/snapshot state rather than a canonical versioned claim decision.	Insurance request is owner/policy/service scoped; provider records a verifiable full/partial/reject decision with evidence/version/expiry/currency/co-pay. Only after that decision may co-pay payment and booking confirmation occur; rejection offers cash/cancel, never auto-cash.	Insurance + Care/Booking + Provider Operations	F-078,F-1280	FINAL_MAPPED	Manual mapping; R-05A1 settlement dependency follows an authoritative decision.
CONFIRMED_ROOT_BUSINESS_CONTRACT_DEFECT_ELIGIBILITY_MISSING_CONTEXT_FAIL_OPEN	F-912	R-21A	src/modules/business-rules/business-rules.module.ts:69–81	Business-rules policy evaluation trusts caller context, lacks persisted/versioned surge/eligibility/capability authority and fail-closed missing/invalid inputs, can issue nonauthoritative pricing/payment results, and lacks admin separation/concurrency/redacted projection enforcement.	Business policy evaluation receives authoritative typed context only, is versioned/persisted and concurrency-safe, fails closed for unknown/missing eligibility/capability/payment inputs, returns bounded/redacted explainable results, and is enforced at owning commands with separated policy administration.	Business Policy Platform + Domain Owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; insurance, payment, pricing, provider capability and booking aggregates retain authority for their own decisions and settlements.
CONFIRMED_ROOT_BUSINESS_CONTRACT_DEFECT_INSURANCE_ELIGIBILITY_FAIL_OPEN	F-911	R-21A	src/modules/business-rules/business-rules.module.ts:50–67	Business-rules policy evaluation trusts caller context, lacks persisted/versioned surge/eligibility/capability authority and fail-closed missing/invalid inputs, can issue nonauthoritative pricing/payment results, and lacks admin separation/concurrency/redacted projection enforcement.	Business policy evaluation receives authoritative typed context only, is versioned/persisted and concurrency-safe, fails closed for unknown/missing eligibility/capability/payment inputs, returns bounded/redacted explainable results, and is enforced at owning commands with separated policy administration.	Business Policy Platform + Domain Owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; insurance, payment, pricing, provider capability and booking aggregates retain authority for their own decisions and settlements.
CONFIRMED_ROOT_BUSINESS_CONTRACT_DEFECT_MANUAL_MEDICINE_REVIEW_GATE	F-785	R-06C1	src/modules/cart/cart.module.ts:120–124,190–197	Pharmacy cart lacks explicit capability gates for payment/insurance/prescription paths, prescription/manual medicine review gate and safe minimum cart metadata projection.	Pharmacy cart requests are non-authoritative intents; checkout is permitted only after explicit service/payment/insurance/prescription/manual-review eligibility, authoritative pharmacy offer/price/stock confirmation and minimum redacted metadata projection.	Pharmacy Cart/Offer/Order Saga + Clinical/Insurance Dependencies	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; payment/insurance truth remains R-05A/R-04 and no cart, order, prescription, payment or runtime service was accessed.
CONFIRMED_ROOT_BUSINESS_CONTRACT_DEFECT_NONAUTHORITATIVE_RULE_RESULT	F-916	R-21A	src/modules/business-rules/business-rules.module.ts:29–39,101–122,142–163	Business-rules policy evaluation trusts caller context, lacks persisted/versioned surge/eligibility/capability authority and fail-closed missing/invalid inputs, can issue nonauthoritative pricing/payment results, and lacks admin separation/concurrency/redacted projection enforcement.	Business policy evaluation receives authoritative typed context only, is versioned/persisted and concurrency-safe, fails closed for unknown/missing eligibility/capability/payment inputs, returns bounded/redacted explainable results, and is enforced at owning commands with separated policy administration.	Business Policy Platform + Domain Owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; insurance, payment, pricing, provider capability and booking aggregates retain authority for their own decisions and settlements.
