screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
src/constants/specialties.ts	pharmacy/orders	source/config	109: { id: 'hiv', nameAr: 'فحص نقص المناعة', nameEn: 'HIV Screening', category: 'blood', price: 80, turnaround: '12 ساعة', description: 'الكشف عن فيروس نقص المناعة البشرية' }, || 118: { id: 'genetic_screen', nameAr: 'فحص جيني ما قبل الزواج', nameEn: 'Pre-Marital Genetic Screen', category: 'genetics', price: 350, turnaround: '5 أيام', description: 'فحص جيني شامل للكشف عن الأمراض الوراثية' }, || 147: { id: '6', nameAr: 'إعطاء الأدوية', nameEn: 'Medication Administration', description: 'إعطاء الأدوية الموصوفة والتأكد من الجرعات', basePrice: 40, duration: '20 دقيقة', icon: 'medication' }, || 160: { id: '19', nameAr: 'حقنة شرجية', nameEn: 'Enema Administration', description: 'إعطاء الحقنة الشرجية العلاجية في المنزل', basePrice: 100, duration: '30 دقيقة', icon: 'syringe' }, || 101: { id: 'psa', nameAr: 'مستضد البروستات', nameEn: 'Prostate Specific Antigen (PSA)', category: 'hormones', price: 90, turnaround: '8 ساعات', description: 'فحص للكشف المبكر عن أمراض البروستات' }, || 15: price: number; || 24: price: number; || 33: basePrice: number; || 42: { id: '4', nameAr: 'قلب وأوعية دموية', nameEn: 'Cardiology', icon: 'monitor_heart', color: '#EF4444', description: 'تشخيص وعلاج أمراض القلب والأوعية الدموية' }, || 71: { id: '33', nameAr: 'جراحة قلب مفتوح', nameEn: 'Cardiac Surgery', icon: 'monitor_heart', color: '#BE123C', description: 'العمليات الجراحية للقلب والشرايين' }, || 87: { id: 'cbc', nameAr: 'تحليل صورة دم كاملة', nameEn: 'Complete Blood Count (CBC)', category: 'blood', price: 45, turnaround: '4 ساعات', description: 'قياس مكونات الدم الأساسية والكشف عن فقر الدم والعدوى' }, || 88: { id: 'fbs', nameAr: 'سكر الدم صائم', nameEn: 'Fasting Blood Sugar (FBS)', category: 'blood', price: 25, turnaround: '2 ساعات', description: 'قياس مستوى السكر في الدم أثناء الصيام' }, || 89: { id: 'hba1c', nameAr: 'السكر التراكمي', nameEn: 'HbA1c', category: 'blood', price: 55, turnaround: '6 ساعات', description: 'قياس متوسط مستوى السكر في الدم خلال 3 أشهر' }, || 90: { id: 'lipid', nameAr: 'تحليل دهون شامل', nameEn: 'Lipid Profile', category: 'blood', price: 65, turnaround: '6 ساعات', description: 'قياس الكوليسترول والدهون الثلاثية في الدم' }, || 91: { id: 'tft', nameAr: 'وظائف الغدة الدرقية', nameEn: 'Thyroid Function Tests', category: 'hormones', price: 85, turnaround: '8 ساعات', description: 'قياس هرمونات الغدة الدرقية TSH و T3 و T4' }, || 92: { id: 'lft', nameAr: 'وظائف الكبد', nameEn: 'Liver Function Tests', category: 'blood', price: 70, turnaround: '6 ساعات', description: 'تقييم وظائف الكبد وقياس الإنزيمات الكبدية' }, || 93: { id: 'rft', nameAr: 'وظائف الكلى', nameEn: 'Renal Function Tests', category: 'blood', price: 60, turnaround: '6 ساعات', description: 'تقييم وظائف الكلى وقياس الكرياتينين واليوريا' },	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/constants/index.ts	pharmacy/orders	source/config	139: { id: 'emergency', nameAr: 'طوارئ', icon: 'emergency', color: '#FF3B30', route: 'emergency' }, || 140: { id: 'pharmacy', nameAr: 'صيدلية', icon: 'medication', color: '#22C55E', route: '(tabs)/pharmacy' }, || 141: { id: 'diagnostics', nameAr: 'تحاليل', icon: 'science', color: '#8B5CF6', route: '(tabs)/diagnostics' }, || 142: { id: 'nursing', nameAr: 'تمريض', icon: 'consultations', color: '#00C9A7', route: '(tabs)/nursing' }, || 143: { id: 'mental_health', nameAr: 'صحة نفسية', icon: 'brain', color: '#6366F1', route: 'mental-health' }, || 144: { id: 'nutrition', nameAr: 'تغذية', icon: 'food', color: '#22C55E', route: 'nutrition' }, || 172: export const CANCELLATION_POLICY = [ || 173: { hoursBeforeMin: 24, hoursBeforeMax: Infinity, refundPercent: 100, label: 'قبل 24 ساعة' }, || 174: { hoursBeforeMin: 12, hoursBeforeMax: 24, refundPercent: 50, label: 'قبل 12 ساعة' }, || 175: { hoursBeforeMin: 0, hoursBeforeMax: 12, refundPercent: 0, label: 'قبل 6 ساعات' }, || 7: ?? (process.env.EXPO_PUBLIC_API_URL ? `${process.env.EXPO_PUBLIC_API_URL.replace(/\/$/, '')}/api/v1` : 'https://api.nabd.plus/api/v1'); || 8: export const SOCKET_URL = process.env.EXPO_PUBLIC_SOCKET_URL ?? 'https://api.nabd.plus'; || 140: { id: 'pharmacy', nameAr: 'صيدلية', icon: 'medication', color: '#22C55E', route: '(tabs)/pharmacy' }, || 142: { id: 'nursing', nameAr: 'تمريض', icon: 'consultations', color: '#00C9A7', route: '(tabs)/nursing' }, || 14: AUTH_TOKEN: '@nabdah_auth_token', || 15: REFRESH_TOKEN: '@nabdah_refresh_token', || 172: export const CANCELLATION_POLICY = [ || 173: { hoursBeforeMin: 24, hoursBeforeMax: Infinity, refundPercent: 100, label: 'قبل 24 ساعة' }, || 174: { hoursBeforeMin: 12, hoursBeforeMax: 24, refundPercent: 50, label: 'قبل 12 ساعة' }, || 175: { hoursBeforeMin: 0, hoursBeforeMax: 12, refundPercent: 0, label: 'قبل 6 ساعات' }, || 30: { id: '4', nameAr: 'قلب وأوعية', nameEn: 'Cardiology', icon: 'monitor_heart', color: '#EF4444' }, || 59: { id: '33', nameAr: 'جراحة قلب', nameEn: 'Cardiac Surgery', icon: 'monitor_heart', color: '#BE123C' }, || 91: { id: '1', nameAr: 'ضرب إبر', icon: 'bandage', basePrice: 50 }, || 92: { id: '2', nameAr: 'غيار جروح', icon: 'bandaid', basePrice: 80 },	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/mockData.js	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/core/DatabaseProvider.web.ts	diagnostics/homecare	client/state/service	5: * Web export does not use the native SQLite driver. Web screens read/write || 6: * through the API; this empty driver exists only so shared startup migrations || 12: async executeSql(_sqlStatement: string, _args: any[] = []): Promise<IDatabaseResult> { || 16: async executeBatch(_sqlStatements: string[]): Promise<void> {} || 30: throw new Error('SQLCipher driver is not available on web'); || 6: * through the API; this empty driver exists only so shared startup migrations || 30: throw new Error('SQLCipher driver is not available on web');	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/core/DatabaseHealthChecker.ts	family/health	source/config	19: // SQLite returns a row with 'ok' if there are no errors || 22: } catch (error) { || 23: console.error('[DatabaseHealthChecker] Integrity check failed', error); || 41: } catch (error) { || 42: console.error('[DatabaseHealthChecker] Ping failed', error); || 19: // SQLite returns a row with 'ok' if there are no errors || 22: } catch (error) { || 23: console.error('[DatabaseHealthChecker] Integrity check failed', error); || 41: } catch (error) { || 42: console.error('[DatabaseHealthChecker] Ping failed', error);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/core/DatabaseManager.ts	family/health	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/core/TransactionManager.ts	chat/support	source/config	30: } catch (error) { || 32: throw error; || 30: } catch (error) { || 32: throw error;	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/core/ConnectionPool.ts	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/core/DatabaseProvider.native.ts	chat/support	client/state/service	20: throw new Error('SQLCipher driver not yet implemented'); || 22: throw new Error(`Unsupported database driver type: ${driverType}`); || 20: throw new Error('SQLCipher driver not yet implemented'); || 22: throw new Error(`Unsupported database driver type: ${driverType}`);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/core/DatabaseProvider.ts	admin/provider-ops	client/state/service		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/monitoring/DatabaseLogger.ts	catalog/discovery	source/config	5: * Tracks slow queries, transactions, and errors. || 26: static logTransactionRollback(txId: string, error: any) { || 27: logger.error(`Transaction Rolled Back`, { error, txId }, this.TAG); || 30: static logError(sql: string, params: any[], error: any) { || 31: logger.error(`Query Failed`, { error, sql, params }, this.TAG); || 5: * Tracks slow queries, transactions, and errors. || 26: static logTransactionRollback(txId: string, error: any) { || 27: logger.error(`Transaction Rolled Back`, { error, txId }, this.TAG); || 30: static logError(sql: string, params: any[], error: any) { || 31: logger.error(`Query Failed`, { error, sql, params }, this.TAG);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/monitoring/SyncLogger.ts	catalog/discovery	source/config	18: static logJobRetry(jobId: string, attempt: number, nextRetryAt: number) { || 19: logger.warn(`Sync Job Retrying`, { jobId, attempt, nextRetryAt }, this.TAG); || 5: * Tracks sync queue, conflict resolutions, and background job statuses. || 14: static logSyncCompleted(processed: number, failed: number, durationMs: number) { || 15: logger.info(`Background Sync Completed (${durationMs}ms)`, { processed, failed }, this.TAG); || 18: static logJobRetry(jobId: string, attempt: number, nextRetryAt: number) { || 19: logger.warn(`Sync Job Retrying`, { jobId, attempt, nextRetryAt }, this.TAG); || 22: static logJobFailed(jobId: string, error: any) { || 23: logger.error(`Sync Job Failed Permanently`, { error, jobId }, this.TAG); || 14: static logSyncCompleted(processed: number, failed: number, durationMs: number) { || 15: logger.info(`Background Sync Completed (${durationMs}ms)`, { processed, failed }, this.TAG); || 18: static logJobRetry(jobId: string, attempt: number, nextRetryAt: number) { || 19: logger.warn(`Sync Job Retrying`, { jobId, attempt, nextRetryAt }, this.TAG); || 22: static logJobFailed(jobId: string, error: any) { || 23: logger.error(`Sync Job Failed Permanently`, { error, jobId }, this.TAG);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/data/database/drivers/SQLiteDriver.ts	chat/support	source/config	"9: * Detects an unrecoverable SQLite corruption error: || 15: private isCorruptionError(error: any): boolean { || 16: const msg = String(error?.message ?? error ?? ''); || 17: const code = error?.code; || 21: /disk image is malformed|not a database|SQLitePrepareError|database is corrupt/i.test(msg) || 38: console.warn(`[SQLiteDriver] Failed to delete corrupt database ""${this.dbName}""`, e); || 51: } catch (error) { || 52: if (this.isCorruptionError(error)) { || 55: throw error; || 60: async executeSql(sqlStatement: string, args: any[] = []): Promise<IDatabaseResult> { || 61: if (!this.db) throw new Error('Database not initialized'); || 64: const isMutation = sqlStatement.trim().toUpperCase().startsWith('SELECT') === false; || 9: * Detects an unrecoverable SQLite corruption error: || 15: private isCorruptionError(error: any): boolean { || 16: const msg = String(error?.message ?? error ?? ''); || 17: const code = error?.code; || 21: /disk image is malformed|not a database|SQLitePrepareError|database is corrupt/i.test(msg) || 30: } catch { || 37: } catch (e) { || 38: console.warn(`[SQLiteDriver] Failed to delete corrupt database ""${this.dbName}""`, e); || 51: } catch (error) { || 52: if (this.isCorruptionError(error)) { || 55: throw error; || 61: if (!this.db) throw new Error('Database not initialized');"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
